lang,data_status,trait_clean,raw_contrasts,recommended_status,strict_status,flag,adaptation_note
my,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
my,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
my,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
nb,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
nb,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
nb,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
nb,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
nb,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
nb,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
nb,kept,Usage of Active Voice,Active / Passive,direct,direct,,
nb,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
nb,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
nb,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
nb,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
nb,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
nb,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
nb,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
nb,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
nb,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
nb,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
nb,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
nb,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
nb,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
nb,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
nb,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
nb,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
nb,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
nb,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
nb,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
nb,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
nb,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
nb,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
nb,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
nb,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
nb,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
nb,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
nb,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
nb,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
nb,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
nb,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
nb,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
ne,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
ne,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
ne,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
ne,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
ne,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
ne,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
ne,kept,Usage of Active Voice,Active / Passive,direct,direct,,
ne,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
ne,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
ne,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
ne,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
ne,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
ne,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
ne,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
ne,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
ne,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
ne,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
ne,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
ne,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
ne,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
ne,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
ne,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,adapt,drop,PREP_ADAPT,"Adapt preposition frequency to adpositions, postpositions, case suffixes, or case particles used for the same grammatical relations."
ne,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
ne,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
ne,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
ne,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
ne,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
ne,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ne,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
ne,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
ne,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
ne,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
ne,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,drop,drop,NUMSUB_DROP,Drop numerical substitution because a robust local digit-substitution convention was not assumed for this pass.
ne,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ne,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ne,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
ne,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
ne,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
nl,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
nl,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
nl,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
nl,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
nl,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
nl,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
nl,kept,Usage of Active Voice,Active / Passive,direct,direct,,
nl,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
nl,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
nl,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
nl,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
nl,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
nl,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
nl,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
nl,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
nl,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
nl,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
nl,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
nl,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
nl,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
nl,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
nl,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
nl,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
nl,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
nl,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
nl,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
nl,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
nl,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
nl,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
nl,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
nl,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
nl,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
nl,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
nl,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
nl,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
nl,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
nl,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
nl,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
nn,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
nn,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
nn,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
nn,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
nn,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
nn,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
nn,kept,Usage of Active Voice,Active / Passive,direct,direct,,
nn,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
nn,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
